,channel,watch_time,stream_time,peak_viewers,average_viewers,followers,followers_gained,views_gained,partnered,mature,language
850,Froggen,182982558.0,49164.0,11758.0,3471.0,741360.0,23266.0,4207938.0,True,False,English
851,BotanicX,161597782.0,80934.0,10423.0,1922.0,37270.0,11782.0,12371916.0,False,False,Russian
852,dinablin,181007683.0,66219.0,35150.0,2373.0,216538.0,228258.0,12437952.0,True,False,Russian
853,RiceGum,144619908.0,13798.0,25861.0,9583.0,1047352.0,331825.0,2299139.0,True,False,English
854,ipav999,155428392.0,222343.0,2651.0,709.0,134603.0,77553.0,3045421.0,True,False,English
855,Lutti,154422521.0,95544.0,44027.0,1097.0,260915.0,151807.0,4017943.0,True,False,French
856,kragiee,,,,,,,,True,False,English
857,Puppers,147331532.0,98980.0,6247.0,1234.0,165875.0,62020.0,1863102.0,True,False,English
858,Crayator,176758787.0,83361.0,5633.0,1166.0,508378.0,187851.0,4413165.0,True,False,English
859,MANvsGAME,,,,,,,,True,True,English
860,TheRealMarzaa,,,,,,,,True,False,Italian
861,foggedftw2,144463917.0,130995.0,10728.0,1532.0,245327.0,115397.0,3634718.0,True,True,English
862,Linkus7,143591544.0,133739.0,7625.0,1272.0,121241.0,40171.0,2201918.0,True,False,English
863,Arcadum,198979571.0,138152.0,13393.0,849.0,124111.0,86495.0,2498332.0,True,False,English
864,ImMarksman,155652075.0,88543.0,9648.0,1350.0,606106.0,137713.0,1484635.0,True,False,English
865,LightFuryLF,,,,,,,,True,False,Thai
866,BarcaGamer,149806424.0,130294.0,54387.0,1659.0,733250.0,636583.0,3374125.0,True,False,Spanish
867,EFEUYGAC,151546429.0,45500.0,13423.0,2305.0,338437.0,274065.0,5822783.0,True,True,Turkish
868,Xnapycz,156228877.0,92665.0,4686.0,1693.0,111125.0,37231.0,5000924.0,True,True,Czech
869,SilentSentry,188167736.0,125879.0,4933.0,997.0,262631.0,11618.0,2053230.0,True,False,English
870,球球 (lilballzlolz),144395575.0,91176.0,6180.0,1559.0,107406.0,9446.0,5044640.0,True,False,Chinese
871,DaigoTheBeasTV,147521390.0,59893.0,24277.0,1625.0,176057.0,41816.0,4424768.0,True,False,Japanese
872,UncleBjorn,,,,,,,,True,False,Russian
873,AnniTheDuck,170906612.0,61086.0,7214.0,2647.0,551493.0,271539.0,9178874.0,True,True,German
874,StRoGo,152536516.0,31097.0,51769.0,4696.0,228332.0,287046.0,7185909.0,True,False,Russian
875,재슥짱 (pikra10),169115137.0,136783.0,4293.0,803.0,78921.0,33999.0,3123836.0,True,False,Korean
876,貝莉莓 (beryl_lulu),144776729.0,84248.0,20391.0,1823.0,178985.0,54380.0,11295735.0,True,False,Chinese
877,purple_hs,,,,,,,,True,False,English
878,Harmii,,,,,,,,True,False,German
879,Zerkaa,,,,,,,,True,False,English
880,iklooode25,151646550.0,24850.0,46477.0,8403.0,388546.0,374781.0,1453841.0,True,False,Arabic
881,聶寶 (nielnieh345),157345422.0,237397.0,5542.0,874.0,83296.0,19838.0,5760524.0,True,False,Chinese
882,akagreenn,,,,,,,,True,True,Turkish
883,Spraggy,152059069.0,85810.0,25057.0,1733.0,82473.0,31778.0,3628080.0,True,False,English
884,TpaBoMaH,144785128.0,104396.0,8927.0,1670.0,166038.0,96384.0,8409728.0,True,False,Russian
885,Day9tv,142639890.0,72502.0,5318.0,1571.0,405757.0,11705.0,2905745.0,True,False,English
886,Sologesang,146461932.0,157161.0,4346.0,1151.0,58840.0,23797.0,6806364.0,True,False,German
887,karavay46,161422367.0,39468.0,39596.0,6297.0,334485.0,245868.0,9635750.0,True,False,Russian
888,RaulZitoYT,144167165.0,164375.0,7743.0,1059.0,88192.0,88582.0,2761948.0,True,False,Portuguese
889,JonBams,146503815.0,92928.0,5279.0,1176.0,279533.0,92096.0,2362101.0,True,True,English
890,Japan_ASMR,143019952.0,585554.0,494.0,215.0,66657.0,31695.0,1445599.0,True,False,Japanese
891,OuterHeaven,147764915.0,94806.0,6974.0,990.0,145625.0,7874.0,1113504.0,True,True,English
892,Yamikazexz,176540570.0,82045.0,13255.0,1609.0,220938.0,111394.0,7172531.0,True,False,English
893,aircool,159669570.0,148977.0,14127.0,1221.0,134366.0,126175.0,1899608.0,True,False,English
894,Lapi,138230782.0,200036.0,9571.0,753.0,96890.0,16142.0,8500680.0,True,False,French
895,robn_live,161176528.0,142142.0,70316.0,813.0,72768.0,78670.0,1592088.0,True,False,English
896,과로사1 (aram4519),148889890.0,110137.0,18666.0,1470.0,291163.0,166151.0,5837265.0,True,False,Korean
897,Ezekiel_III,164914197.0,119909.0,18313.0,1153.0,195610.0,11905.0,4367369.0,True,True,English
898,RebeuDeter,151425731.0,18937.0,28781.0,5774.0,204332.0,212559.0,2675292.0,True,False,French
899,nookyyy,141742572.0,159744.0,8389.0,763.0,209878.0,62202.0,2748177.0,True,False,German
900,BrookeAB,,,,,,,,True,False,English
901,innocents,138655885.0,87833.0,14600.0,1395.0,513657.0,237648.0,3642319.0,True,True,English
902,RealKraftyy,,,,,,,,True,False,English
903,rhobalas_lol,171591553.0,188232.0,5619.0,694.0,85706.0,73164.0,3593903.0,True,False,French
904,veloxey,159318310.0,97747.0,9477.0,1194.0,275017.0,196402.0,2281691.0,True,False,Italian
905,ArQuel,146218670.0,133888.0,8116.0,1181.0,237163.0,47224.0,6340404.0,True,False,Polish
906,ElOjoNinja,160773539.0,87655.0,7788.0,1362.0,260816.0,134137.0,6312413.0,True,False,Spanish
907,Bamboe,141871280.0,131880.0,5069.0,1090.0,96449.0,23418.0,2420875.0,True,False,English
908,Sonecarox,148687098.0,255263.0,2614.0,663.0,58867.0,23978.0,3333349.0,True,True,Portuguese
909,MuTeX,167922726.0,165903.0,9453.0,841.0,149272.0,136489.0,1900640.0,True,True,English
910,RayNarvaezJr,142681084.0,90475.0,5787.0,1526.0,573291.0,37711.0,2249983.0,True,True,English
911,Tanovich,169397406.0,105853.0,12556.0,1408.0,327253.0,188663.0,3980022.0,True,True,Spanish
912,Zalae,150813055.0,111358.0,6063.0,1299.0,177554.0,21628.0,2041205.0,True,False,English
913,KheZu,,,,,,,,True,False,English
914,mandiocaa1,135773119.0,34671.0,6550.0,4549.0,293079.0,36065.0,2696840.0,True,True,Portuguese
915,스피드소닉 (dragon3652),151808373.0,276419.0,2775.0,559.0,43494.0,10226.0,4815593.0,True,False,Korean
916,RiotGamesOCE,,,,,,,,True,False,English
917,Videoyun,136564007.0,157007.0,10273.0,1077.0,396117.0,104661.0,8694035.0,True,False,Turkish
918,AlcastHQ,153211426.0,36293.0,15429.0,5171.0,99630.0,24532.0,48673068.0,True,False,English
919,julien,153663823.0,88365.0,16989.0,1703.0,527327.0,150064.0,5035636.0,True,False,English
920,iGeStarK,149671248.0,81701.0,12333.0,1246.0,310974.0,177520.0,4008341.0,True,False,Spanish
921,Ziqoftw,149045574.0,105070.0,10872.0,1062.0,272802.0,31781.0,4947878.0,True,False,English
922,CyrusTWO,154659886.0,133868.0,2832.0,842.0,78957.0,22593.0,5877787.0,True,True,Swedish
923,칸데르니아 (jmjdoc),163797645.0,193752.0,2580.0,801.0,29634.0,8729.0,4358918.0,True,False,Korean
924,CouRageJD,144196714.0,15629.0,71869.0,8766.0,2112273.0,151370.0,2941998.0,False,False,English
925,YoMax,131532820.0,69713.0,17677.0,2155.0,182830.0,93311.0,1979371.0,True,False,French
926,JeffHoogland,134359871.0,128808.0,4009.0,1021.0,67797.0,8357.0,2490118.0,True,False,English
927,Call of Duty (callofduty),153143442.0,4213.0,156409.0,14341.0,1052931.0,44204.0,5560708.0,True,True,English
928,GoBGG,148875106.0,110845.0,3683.0,1534.0,221378.0,44354.0,6273009.0,True,False,French
929,Wackyjacky101,134297376.0,146366.0,5229.0,918.0,191901.0,75891.0,10650611.0,True,False,English
930,TaKeTV,131145775.0,111802.0,38165.0,971.0,239351.0,12895.0,2866289.0,True,False,German
931,iceiceice,152195910.0,38015.0,8100.0,2761.0,160499.0,58610.0,2842394.0,True,False,English
932,StarCraft,154888203.0,15568.0,62803.0,6932.0,275712.0,22528.0,4210141.0,True,False,English
933,MadDecentLive,156117031.0,45089.0,33711.0,3371.0,86555.0,111637.0,47939985.0,False,False,English
934,WillerZ,181702157.0,165325.0,23486.0,920.0,79889.0,77071.0,2506698.0,True,True,English
935,SoyPan,154710705.0,135810.0,13504.0,1191.0,298873.0,199068.0,2308000.0,True,False,Spanish
936,murilo_RT,144378991.0,433888.0,10325.0,285.0,75515.0,69345.0,3078915.0,True,True,Portuguese
937,Multiplayerit,157182191.0,138907.0,18566.0,1051.0,57518.0,16302.0,45277083.0,True,False,Italian
938,Markstrom,165439230.0,130761.0,71313.0,879.0,82442.0,38478.0,2012852.0,True,False,English
939,Krayn_Live,,,,,,,,True,True,French
940,西門夜說 (westdoor),132958980.0,138664.0,4746.0,1243.0,265281.0,16574.0,5459412.0,True,True,Chinese
941,Sintica,128941324.0,105999.0,10446.0,1138.0,155963.0,117915.0,7490118.0,True,False,German
942,FantaBobShow,,,,,,,,True,True,French
943,ops1x,131798656.0,76070.0,19770.0,1369.0,232193.0,296811.0,3207842.0,True,False,English
944,wingz,152054968.0,112487.0,4853.0,1081.0,109960.0,28848.0,3062350.0,True,False,Spanish
945,ZLOYn,142610884.0,57037.0,13396.0,2798.0,395444.0,311409.0,7141437.0,True,False,Russian
946,HunterGodBr,154195149.0,100514.0,40383.0,1967.0,277365.0,281708.0,15823889.0,True,False,Portuguese
947,leplol1,145500293.0,141067.0,10055.0,1189.0,141836.0,110625.0,3615687.0,False,False,Portuguese
948,sacy,132513041.0,103285.0,11138.0,1339.0,215806.0,131162.0,4334861.0,True,False,Portuguese
949,헤징 (hejin0_0),156426637.0,149379.0,3430.0,877.0,90534.0,61510.0,6076412.0,True,False,Korean
950,Naru,135078176.0,45976.0,12246.0,2480.0,263018.0,134886.0,5438513.0,True,False,Turkish
951,Warcraft,157090594.0,10327.0,58910.0,14494.0,432970.0,26657.0,7411960.0,True,False,English
952,FlexZ,,,,,,,,True,False,Spanish
953,DizzyKitten,139886445.0,83441.0,10479.0,1884.0,691421.0,53662.0,9123214.0,True,False,English
954,지수소녀 (wltn4765),165116707.0,135451.0,8857.0,1227.0,88818.0,64979.0,7006270.0,True,False,Korean
955,Staryuuki,,,,,,,,True,False,Spanish
956,CeMka,145458097.0,116045.0,22428.0,982.0,76997.0,18699.0,4582338.0,True,False,Russian
957,Halifax,137159678.0,174186.0,13307.0,987.0,138899.0,43874.0,3136451.0,True,False,English
958,Bidule,145132284.0,68767.0,10677.0,1660.0,92503.0,59674.0,2520368.0,False,True,French
959,Gabi,,,,,,,,True,False,Portuguese
960,Hype,128146617.0,85711.0,9815.0,1676.0,129985.0,101161.0,6448276.0,True,True,Turkish
961,Gigz,133979541.0,103973.0,10292.0,1079.0,223279.0,45421.0,1988259.0,True,False,English
962,매직박 (yagubu),,,,,,,,True,False,Korean
963,richwcampbell,,,,,,,,True,False,English
964,ESL_CSGO_FR,156792402.0,54144.0,23298.0,2731.0,221150.0,28943.0,4666674.0,True,False,French
965,양아지 (dkwl025),127299372.0,124901.0,7085.0,887.0,301740.0,120452.0,5316263.0,True,False,Korean
966,Cizzorz,127814251.0,65870.0,10232.0,1614.0,2072363.0,314091.0,3200859.0,True,False,English
967,RyuQuezacotl,152466632.0,127433.0,4372.0,927.0,93836.0,6984.0,2196478.0,True,True,English
968,Sigma,154629699.0,96290.0,100974.0,907.0,56848.0,52262.0,1453084.0,True,True,English
969,Robbaz,,,,,,,,True,False,English
970,mailand,127470287.0,117566.0,7558.0,1589.0,76163.0,31329.0,4014668.0,True,True,German
971,Buozzi,159698972.0,189139.0,3401.0,853.0,95603.0,40012.0,6313014.0,True,True,Portuguese
972,HeyarTV,130244571.0,157651.0,2279.0,760.0,107133.0,18618.0,2638293.0,True,True,French
973,LenaGol0vach,134702906.0,30463.0,9028.0,4517.0,207677.0,39240.0,3600430.0,False,False,Russian
974,Sinner666,,,,,,,,False,False,Russian
975,TommyKayLIVE,151336031.0,111506.0,3583.0,867.0,105878.0,59249.0,2842696.0,True,True,English
976,TMemoryy,,,,,,,,True,False,English
977,Patriota,125311029.0,66708.0,29272.0,1807.0,704135.0,321932.0,3984947.0,True,False,Portuguese
978,러너교 (runner0608),134225638.0,57178.0,14670.0,2478.0,158187.0,57892.0,4328857.0,False,False,Korean
979,zorlaKOKA,,,,,,,,True,False,Portuguese
980,Hitch,130467469.0,139324.0,4231.0,842.0,94877.0,16343.0,2177294.0,True,True,English
981,calango,133890515.0,99279.0,5622.0,1864.0,770527.0,288031.0,4084818.0,True,False,Portuguese
982,Adin2Huncho,127180046.0,70362.0,14606.0,1595.0,199371.0,166173.0,1045358.0,True,False,English
983,SlotRoom247,140876758.0,429232.0,19885.0,353.0,87930.0,53698.0,1505657.0,False,True,German
984,ALLinPav,137516487.0,140781.0,7171.0,952.0,72078.0,22070.0,3832074.0,True,True,English
985,Surefour,125404640.0,60007.0,9246.0,2050.0,308517.0,42171.0,2434667.0,True,True,English
986,NumotTheNummy,134629066.0,134066.0,2153.0,1191.0,105326.0,9508.0,1849623.0,True,False,English
987,aminematue,133360026.0,30553.0,14261.0,4228.0,120520.0,109616.0,2405785.0,True,False,French
988,CallMeCarsonLIVE,139101563.0,18523.0,64572.0,8034.0,1119628.0,854588.0,3701453.0,True,True,English
989,ZiggyDLive,,,,,,,,True,False,English
990,KEEMSTAR,143140511.0,3630.0,64159.0,43660.0,166187.0,49226.0,7147708.0,False,False,English
991,크캣66 (crazzyccat),132001044.0,205404.0,3003.0,724.0,38723.0,19804.0,1915916.0,True,False,Korean
992,RelaxBeats,,,,,,,,True,False,English
993,LAGTVMaximusBlack,127283419.0,188500.0,6654.0,787.0,338212.0,10344.0,2447172.0,True,True,English
994,Destructoid,128017934.0,113125.0,14768.0,1378.0,38813.0,10032.0,97440426.0,True,False,English
995,LITkillah,133117685.0,13937.0,20026.0,10777.0,808051.0,595560.0,2234276.0,True,False,Spanish
996,빅헤드 (bighead033),146432709.0,199495.0,4666.0,785.0,174718.0,64232.0,4566290.0,True,False,Korean
997,마스카 (newmasca),159319444.0,244256.0,6941.0,699.0,128598.0,-5708.0,3565788.0,True,False,Korean
998,AndyMilonakis,,,,,,,,True,False,English
999,Remx,153536619.0,104423.0,14445.0,1419.0,215595.0,44739.0,2288959.0,True,False,French
